fname,res_type,ptype,method,res
poland_czestochowa_2020_tysiaclecie.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,priceable
poland_czestochowa_2020_tysiaclecie.pb,non exhaustive,cardinal_standard,UGREEDY,priceable
poland_czestochowa_2020_tysiaclecie.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_czestochowa_2020_tysiaclecie.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_czestochowa_2020_tysiaclecie.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_czestochowa_2020_tysiaclecie.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_czestochowa_2020_tysiaclecie.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_czestochowa_2020_tysiaclecie.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_czestochowa_2020_tysiaclecie.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_czestochowa_2020_tysiaclecie.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_czestochowa_2020_wrzosowiak.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_czestochowa_2020_wrzosowiak.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_czestochowa_2020_wrzosowiak.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_czestochowa_2020_wrzosowiak.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_czestochowa_2020_wrzosowiak.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_czestochowa_2020_wrzosowiak.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_czestochowa_2020_wrzosowiak.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_czestochowa_2020_wrzosowiak.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_czestochowa_2020_wrzosowiak.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_czestochowa_2020_wrzosowiak.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_czestochowa_2020_wrzosowiak.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_czestochowa_2020_wrzosowiak.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_czestochowa_2020_wrzosowiak.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_czestochowa_2020_wrzosowiak.pb,non exhaustive,cardinal_times_cost,MES_INC,priceable
poland_czestochowa_2020_wrzosowiak.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_czestochowa_2020_wrzosowiak.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_czestochowa_2020_wyczerpy-aniolow.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_czestochowa_2020_wyczerpy-aniolow.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_czestochowa_2020_wyczerpy-aniolow.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_czestochowa_2020_wyczerpy-aniolow.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,non exhaustive,cardinal_times_cost,MES_INC,priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_czestochowa_2020_wyczerpy-aniolow.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_czestochowa_2020_zawodzie-dabie.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_czestochowa_2020_zawodzie-dabie.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_czestochowa_2020_zawodzie-dabie.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_czestochowa_2020_zawodzie-dabie.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_gdansk_2020_aniolki.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_aniolki.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_aniolki.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_aniolki.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_aniolki.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_aniolki.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_aniolki.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_aniolki.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_aniolki.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_gdansk_2020_aniolki.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_aniolki.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_aniolki.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_gdansk_2020_aniolki.pb,non exhaustive,cardinal_times_cost,MES,priceable
poland_gdansk_2020_aniolki.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_aniolki.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_aniolki.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_gdansk_2020_bretowo.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_bretowo.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_gdansk_2020_bretowo.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,priceable
poland_gdansk_2020_bretowo.pb,exhaustive,cardinal_standard,UGREEDY,priceable
poland_gdansk_2020_bretowo.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_bretowo.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_bretowo.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,priceable
poland_gdansk_2020_bretowo.pb,non exhaustive,cardinal_standard,UGREEDY,priceable
poland_gdansk_2020_bretowo.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_gdansk_2020_bretowo.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_gdansk_2020_bretowo.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_gdansk_2020_bretowo.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_gdansk_2020_bretowo.pb,non exhaustive,cardinal_times_cost,MES,priceable
poland_gdansk_2020_bretowo.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_bretowo.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_gdansk_2020_bretowo.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_gdansk_2020_brzezno.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_brzezno.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_brzezno.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_brzezno.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_brzezno.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_brzezno.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_brzezno.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_brzezno.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_brzezno.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_gdansk_2020_brzezno.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_brzezno.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_brzezno.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_gdansk_2020_brzezno.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_gdansk_2020_brzezno.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_brzezno.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_brzezno.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_gdansk_2020_jasien.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_jasien.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_jasien.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_jasien.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_jasien.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_jasien.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_jasien.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_jasien.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_jasien.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_gdansk_2020_jasien.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_jasien.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_jasien.pb,exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_gdansk_2020_jasien.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_gdansk_2020_jasien.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_jasien.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_jasien.pb,non exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_gdansk_2020_kokoszki.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_kokoszki.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_gdansk_2020_kokoszki.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_gdansk_2020_kokoszki.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_gdansk_2020_kokoszki.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_kokoszki.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_kokoszki.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_gdansk_2020_kokoszki.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_gdansk_2020_kokoszki.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_gdansk_2020_kokoszki.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_kokoszki.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_kokoszki.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_gdansk_2020_kokoszki.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_gdansk_2020_kokoszki.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_kokoszki.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_kokoszki.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,exhaustive,cardinal_times_cost,MES_INC,priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,non exhaustive,cardinal_times_cost,MES_INC,priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_gdansk_2020_krakowiec-gorki-zachodnie.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_gdansk_2020_letnica.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_letnica.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_letnica.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_letnica.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_letnica.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_letnica.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_letnica.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_letnica.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_letnica.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_gdansk_2020_letnica.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_letnica.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_letnica.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_gdansk_2020_letnica.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_gdansk_2020_letnica.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_letnica.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_letnica.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_gdansk_2020_matarnia.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_matarnia.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_gdansk_2020_matarnia.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_gdansk_2020_matarnia.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_gdansk_2020_matarnia.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_matarnia.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_matarnia.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_gdansk_2020_matarnia.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_gdansk_2020_matarnia.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_gdansk_2020_matarnia.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_matarnia.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_matarnia.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_gdansk_2020_matarnia.pb,non exhaustive,cardinal_times_cost,MES,priceable
poland_gdansk_2020_matarnia.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_matarnia.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_matarnia.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_gdansk_2020_mlyniska.pb,exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_mlyniska.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_mlyniska.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_mlyniska.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_mlyniska.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_mlyniska.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_mlyniska.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_mlyniska.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_mlyniska.pb,exhaustive,cardinal_times_cost,MES,stable priceable
poland_gdansk_2020_mlyniska.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_mlyniska.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_mlyniska.pb,exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_gdansk_2020_mlyniska.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_gdansk_2020_mlyniska.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_mlyniska.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_mlyniska.pb,non exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_gdansk_2020_nowy-port.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_nowy-port.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_nowy-port.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_nowy-port.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_gdansk_2020_nowy-port.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_nowy-port.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_nowy-port.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
